date,taiex_close,otc_close,disp,absmove,pct5,adv,n,s_mean,s_abs,s_lim,mkt50_abs,s_k,ld_n,ld_share,ld_abs,ld_dd
2020-01-31,11495.1,141.77,2.5493,1.7073,6.96,60.29,1652,0.6308,2.8374,5.15,1.675,97.0,27,24.81,2.01,-8.7
2020-02-03,11354.92,139.06,3.1886,2.9856,17.98,13.44,1652,-1.0511,2.5334,3.12,2.6907,96.0,24,23.72,2.56,-8.07
2020-02-04,11555.92,141.89,2.4695,2.0732,9.56,78.75,1652,0.5562,2.254,3.19,1.8937,94.0,25,24.17,3.03,-6.26
2020-02-05,11573.62,142.39,2.2224,1.3191,4.36,42.19,1652,-0.4173,2.079,3.12,1.1833,96.0,28,33.65,1.77,-6.16
2020-02-06,11749.68,144.31,2.209,1.6468,6.06,74.92,1651,1.5808,2.2188,3.12,1.7804,96.0,27,33.4,2.73,-4.21
2020-02-07,11612.81,142.57,1.9454,1.6396,2.85,13.69,1651,-1.2534,2.481,3.09,1.7053,97.0,30,35.39,2.12,-6.56
2020-02-10,11574.07,141.6,1.9434,1.3441,3.03,24.23,1651,-0.7748,1.5973,1.04,1.2178,96.0,31,35.77,1.71,-7.18
2020-02-11,11664.04,143.6,1.9582,1.3129,4.3,65.84,1651,1.1358,1.6893,2.11,1.3102,95.0,30,35.31,2.48,-5.41
2020-02-12,11774.19,145.49,1.9133,1.3151,4.0,67.29,1651,0.6425,1.2427,0.0,1.2401,96.0,28,32.81,1.73,-3.99
2020-02-13,11791.78,145.52,1.7956,1.0417,2.61,37.96,1649,-0.1648,1.364,0.0,0.9184,97.0,30,35.1,1.17,-5.22
2020-02-14,11815.7,147.26,1.8509,1.0832,3.4,55.0,1649,1.7872,2.2802,4.12,1.0245,97.0,29,34.42,1.97,-4.07
2020-02-17,11763.51,146.74,1.9834,1.2302,3.7,27.82,1650,0.4765,2.1334,5.15,1.1766,97.0,30,34.94,2.35,-4.98
2020-02-18,11648.98,145.66,1.7039,0.9591,2.36,37.58,1650,-0.8028,1.9226,3.09,0.906,97.0,28,24.48,1.99,-6.35
2020-02-19,11758.84,147.29,1.6507,1.0746,2.73,67.15,1650,1.4421,1.912,2.06,1.1023,97.0,29,24.8,1.98,-4.36
2020-02-20,11725.09,147.91,1.5933,0.918,2.06,42.75,1649,0.4395,1.4782,0.0,0.8454,97.0,28,21.82,1.0,-4.39
2020-02-21,11686.35,147.82,1.7037,0.9833,2.18,31.35,1649,-0.224,1.4964,1.03,0.8955,97.0,24,19.4,1.16,-4.31
2020-02-24,11534.87,146.56,1.9952,1.4225,3.15,19.38,1651,-0.2496,2.0708,3.09,1.4772,97.0,21,17.7,2.59,-5.29
2020-02-25,11540.23,146.48,1.6547,1.0216,1.94,25.44,1651,-0.3572,1.6601,2.08,0.9229,96.0,24,19.81,1.34,-5.4
2020-02-26,11433.62,145.3,1.8526,1.1179,2.73,30.1,1651,-0.255,1.9629,3.12,1.1033,96.0,24,22.61,2.73,-7.8
2020-02-27,11292.17,141.96,2.3043,2.0194,8.24,13.63,1651,-2.2682,2.6909,1.04,2.1889,96.0,21,18.82,3.24,-10.14
2020-03-02,11170.46,141.44,2.265,1.5854,4.66,24.59,1651,1.0392,2.5349,4.21,1.5255,95.0,19,18.07,2.33,-8.95
2020-03-03,11327.72,143.4,1.963,1.4387,4.66,73.65,1651,1.2237,2.1045,2.11,1.5327,95.0,18,17.37,2.05,-8.11
2020-03-04,11392.35,142.68,2.1125,1.2477,4.06,32.89,1651,-0.2947,1.6825,1.05,1.0793,95.0,19,15.78,1.93,-8.91
2020-03-05,11514.82,145.18,1.9971,1.373,4.24,73.47,1651,1.7029,2.1021,3.16,1.4066,95.0,16,10.5,3.86,-4.8
2020-03-06,11321.81,144.26,2.1805,1.411,4.6,24.46,1652,0.3616,2.3843,5.21,1.4731,96.0,18,11.85,1.71,-6.46
2020-03-09,10977.64,139.06,2.8102,3.2354,19.92,6.54,1652,-3.8741,4.813,6.25,3.5756,96.0,16,11.12,5.85,-11.86
2020-03-10,11003.54,139.0,2.6467,1.7933,7.69,35.47,1652,0.6583,3.1698,5.32,1.6449,94.0,11,6.61,2.99,-7.59
2020-03-11,10893.75,136.88,2.34,1.6849,5.39,27.66,1652,-2.0124,2.9567,2.13,1.6888,94.0,11,6.8,4.02,-10.68
2020-03-12,10422.32,128.92,3.0696,5.4801,52.48,2.12,1652,-5.3652,5.6624,19.15,5.5596,94.0,12,7.55,7.61,-17.15
2020-03-13,10128.87,123.44,3.3543,5.656,59.14,5.27,1652,-3.2355,4.133,5.62,5.0183,89.0,11,6.96,4.04,-15.48
2020-03-16,9717.77,118.28,3.8199,3.9373,32.27,14.8,1655,-2.0258,3.0509,6.98,4.0649,86.0,15,10.43,5.81,-19.99
2020-03-17,9439.63,113.3,3.5571,4.5575,39.52,8.22,1655,-1.6155,2.6769,3.53,4.1902,85.0,11,7.02,2.45,-18.16
2020-03-18,9218.67,111.66,3.4065,2.7242,16.98,22.84,1655,-1.0493,2.4898,2.44,2.7391,82.0,9,5.18,2.82,-16.37
2020-03-19,8681.34,103.25,3.4677,7.826,81.09,3.14,1655,-5.2732,5.6525,26.25,7.6916,80.0,10,5.77,6.86,-22.39
2020-03-20,9234.09,109.53,3.6423,5.7297,60.3,91.72,1655,2.9639,3.6047,9.09,5.9931,77.0,9,5.12,2.11,-18.42
2020-03-23,8890.03,106.46,3.6863,3.5254,25.62,17.89,1655,-1.5105,2.9433,6.25,3.6893,80.0,9,5.29,3.7,-21.28
2020-03-24,9285.62,111.16,3.1643,3.9401,31.72,86.77,1655,1.7546,2.1039,0.0,4.2814,79.0,6,3.82,6.08,-16.03
2020-03-25,9644.75,115.43,3.1808,4.0646,32.51,90.09,1655,1.3116,1.9373,0.0,4.3984,81.0,8,4.63,1.85,-13.43
2020-03-26,9736.36,117.36,2.8506,2.0105,10.82,60.66,1655,1.0254,1.5271,1.2,1.8627,83.0,8,5.49,1.8,-12.44
2020-03-27,9698.92,117.26,2.7092,1.7762,7.07,49.97,1655,-0.1875,1.8347,2.41,1.7055,83.0,9,5.02,2.31,-12.58
2020-03-30,9629.43,117.47,2.5174,1.6647,5.92,42.78,1655,0.6499,1.5582,0.0,1.5097,84.0,10,5.89,1.82,-11.61
2020-03-31,9708.06,117.83,2.4006,1.5695,6.16,57.1,1655,0.4845,1.344,0.0,1.4692,84.0,13,7.49,1.89,-12.46
2020-04-01,9663.63,118.6,2.3368,1.506,5.62,56.86,1655,0.3773,1.4973,1.19,1.4328,84.0,9,6.85,1.26,-11.66
2020-04-06,9818.74,120.76,2.6893,1.77,8.34,58.61,1655,1.3983,1.8221,2.38,1.8175,84.0,10,7.19,3.46,-8.59
2020-04-07,9996.39,123.12,2.8339,2.4328,12.68,79.47,1656,0.2938,1.3834,1.18,2.2395,85.0,14,9.16,1.54,-8.56
2020-04-08,10137.47,125.68,2.8429,2.6105,15.16,81.64,1656,0.3012,1.1635,0.0,2.3845,86.0,13,7.68,1.46,-8.25
2020-04-09,10119.43,125.31,2.7198,1.7846,7.0,50.72,1656,-0.6874,1.5433,0.0,1.481,88.0,11,5.64,1.7,-8.74
2020-04-10,10157.61,126.36,2.5771,1.7771,7.67,65.76,1656,0.7853,1.5381,2.27,1.4822,88.0,9,5.05,1.9,-8.76
2020-04-13,10099.22,126.06,2.6819,1.7473,6.82,37.32,1656,0.1355,1.6943,1.14,1.4356,88.0,7,4.01,1.27,-8.11
2020-04-14,10332.94,128.55,2.362,2.1458,8.64,84.96,1656,2.1111,2.2195,2.27,2.2036,88.0,9,4.88,3.3,-3.67
2020-04-15,10447.21,130.16,2.598,2.0123,8.76,73.31,1656,0.9184,1.7643,1.12,1.8831,89.0,9,4.87,0.66,-2.8
2020-04-16,10375.48,130.67,2.4236,1.4909,5.8,41.0,1656,0.7696,1.6049,3.33,1.3794,90.0,9,4.88,1.25,-2.75
2020-04-17,10597.04,130.75,2.1487,1.3441,4.23,45.83,1656,-0.1364,2.0189,2.22,1.2636,90.0,7,3.91,4.36,-5.4
2020-04-20,10586.71,131.77,2.2703,1.4144,5.43,51.99,1656,1.5613,2.2987,5.56,1.351,90.0,7,3.95,1.82,-4.81
2020-04-21,10288.42,128.73,2.3841,2.9109,12.74,8.15,1656,-2.8443,3.7324,1.1,3.0406,91.0,8,4.33,2.93,-6.87
2020-04-22,10307.74,129.9,2.0596,1.3949,4.22,59.51,1657,1.5002,2.3034,3.37,1.2778,89.0,9,4.92,1.28,-5.32
2020-04-23,10366.51,131.08,2.1329,1.4178,5.13,66.02,1657,1.1617,1.9168,3.33,1.2683,90.0,7,4.24,2.21,-4.58
2020-04-24,10347.36,131.36,2.1495,1.2644,4.95,46.89,1657,0.5891,1.9601,5.49,1.039,91.0,9,4.4,0.9,-1.86
2020-04-27,10567.27,133.12,2.3176,2.0814,7.72,83.22,1657,3.0369,3.2222,10.0,2.2178,90.0,6,2.8,0.52,-2.36
2020-04-28,10616.06,134.0,2.4085,1.5686,6.76,62.04,1657,0.7162,2.2501,4.35,1.549,92.0,11,5.31,3.12,-1.77
2020-04-29,10772.22,135.54,2.4761,1.8445,8.33,75.14,1657,1.424,2.3153,3.26,1.731,92.0,13,8.55,2.82,-1.16
2020-04-30,10992.14,137.7,2.3257,1.8425,7.36,76.95,1657,1.1867,2.0667,3.23,1.9091,93.0,14,9.53,2.73,-1.73
2020-05-04,10720.48,137.06,2.6893,2.0154,5.97,23.84,1657,0.4723,2.8236,10.64,2.1955,94.0,14,9.09,2.47,-3.02
2020-05-05,10774.61,138.41,2.5111,1.5295,7.18,58.9,1657,1.5317,2.7287,10.64,1.4774,94.0,11,8.08,0.9,-3.52
2020-05-06,10774.98,138.68,2.4875,1.5342,5.91,42.91,1657,0.383,2.5666,6.38,1.3789,94.0,8,3.71,1.1,-3.74
2020-05-07,10842.92,140.8,2.4724,1.7341,7.48,71.45,1657,2.0328,2.7621,10.64,1.6718,94.0,11,6.91,1.58,-2.03
2020-05-08,10901.42,141.05,2.776,1.7085,7.54,42.25,1657,-1.8516,3.222,12.77,1.568,94.0,12,7.86,1.45,-1.71
2020-05-11,11013.26,141.8,2.767,1.8449,8.63,59.69,1657,-0.1911,2.7904,6.32,1.6632,95.0,14,8.59,2.2,-1.3
2020-05-12,10879.47,141.43,2.3667,1.5605,5.07,29.93,1657,0.0,2.4079,3.12,1.4784,96.0,15,9.17,1.81,-2.78
2020-05-13,10938.27,142.91,2.2877,1.4101,5.55,51.9,1657,1.3765,2.5689,8.42,1.325,95.0,15,9.3,1.67,-2.81
2020-05-14,10780.88,140.65,2.5305,2.2413,9.11,13.76,1657,-2.0381,3.6823,8.42,2.272,95.0,14,6.55,3.72,-5.21
2020-05-15,10814.92,141.64,2.44,1.5126,5.97,37.66,1657,1.5703,3.1192,10.53,1.4407,95.0,14,12.47,3.62,-3.48
2020-05-18,10740.55,140.97,2.9228,1.8595,8.99,45.2,1657,1.1019,3.9272,15.96,1.9271,94.0,16,13.56,4.9,-7.64
2020-05-19,10860.44,142.64,2.4283,1.6579,6.28,66.26,1657,1.2019,3.3438,12.77,1.924,94.0,14,12.8,2.62,-5.79
2020-05-20,10907.8,143.3,2.3334,1.3787,5.56,45.41,1656,1.7868,3.0691,8.51,1.3415,94.0,14,14.56,2.55,-3.97
2020-05-21,11008.31,145.09,2.2662,1.5143,6.04,69.81,1656,1.5359,2.7412,10.53,1.6341,95.0,14,14.78,2.5,-3.47
2020-05-22,10811.15,144.15,2.3235,1.7534,4.95,18.18,1656,-0.4704,3.3332,5.26,1.891,95.0,14,7.31,3.42,-4.87
2020-05-25,10871.18,146.61,2.7778,1.7968,9.29,59.87,1657,1.8903,2.6949,9.47,1.5849,95.0,10,5.67,2.69,-3.17
2020-05-26,10997.21,146.81,2.5267,1.5582,6.64,59.75,1657,-0.3015,2.7931,3.12,1.5039,96.0,8,4.61,2.35,-1.7
2020-05-27,11014.66,146.79,2.7353,1.5891,8.32,47.17,1658,-0.8681,2.4946,3.12,1.3563,96.0,12,6.36,3.55,-3.58
2020-05-28,10944.19,146.53,2.3647,1.4689,4.89,28.59,1658,-0.5628,2.4691,3.12,1.3529,96.0,14,7.78,3.42,-4.22
2020-05-29,10942.16,147.38,2.3357,1.4345,5.37,51.63,1658,1.0551,2.6505,2.08,1.4135,96.0,11,6.58,2.14,-4.25
2020-06-01,11079.02,149.34,2.3158,1.6802,6.09,71.83,1658,0.8804,2.4155,2.06,1.7913,97.0,14,9.55,2.99,-3.72
2020-06-02,11127.93,149.05,2.33,1.3579,5.25,46.08,1658,-1.2754,2.9226,7.22,1.3132,97.0,12,6.99,4.18,-6.74
2020-06-03,11320.16,151.03,2.0984,1.5173,5.31,76.24,1658,1.8297,2.2468,5.15,1.7247,97.0,10,7.17,2.86,-1.69
2020-06-04,11393.23,152.06,2.1541,1.2802,4.22,51.93,1658,0.7506,2.18,3.06,1.2083,98.0,13,8.74,2.83,-4.46
2020-06-05,11479.4,153.39,2.2055,1.4544,5.61,66.28,1658,1.5139,2.3327,6.12,1.4031,98.0,14,9.64,1.68,-4.92
2020-06-08,11610.32,154.62,2.7003,1.7034,7.18,51.21,1658,0.4224,2.9029,4.08,1.5542,98.0,16,10.39,1.89,-4.77
2020-06-09,11637.11,154.56,2.4757,1.4817,5.91,39.69,1658,0.6927,2.5751,8.16,1.2831,98.0,16,10.55,2.15,-4.16
2020-06-10,11720.16,155.76,2.516,1.4959,6.39,42.64,1658,0.7586,2.7868,7.22,1.3639,97.0,19,11.84,3.01,-4.16
2020-06-11,11535.77,152.42,2.7274,2.5324,9.95,13.09,1658,-2.9076,3.848,4.08,2.6266,98.0,17,12.58,3.1,-5.47
2020-06-12,11429.94,151.86,2.4082,1.6282,4.76,27.32,1658,0.4299,2.5458,5.15,1.4193,97.0,16,10.78,2.36,-4.41
2020-06-15,11306.26,151.41,2.6532,1.6576,7.11,38.94,1659,-0.375,2.8235,6.25,1.5327,96.0,20,12.62,2.79,-6.21
2020-06-16,11511.64,154.57,2.1986,1.9502,6.51,84.64,1660,2.2623,2.7675,7.29,2.054,96.0,16,10.74,2.28,-4.26
2020-06-17,11534.59,155.75,2.5683,1.5634,7.47,54.46,1660,1.5291,2.6971,9.28,1.3504,97.0,17,13.1,1.96,-3.49
2020-06-18,11548.33,158.12,2.5672,1.597,7.83,57.17,1660,2.3613,3.2462,12.12,1.466,99.0,15,12.0,3.12,-1.12
2020-06-19,11549.86,158.91,2.5747,1.5816,6.51,44.46,1660,0.4261,3.0673,10.0,1.5066,100.0,18,13.87,2.82,-1.9
2020-06-22,11572.93,159.95,2.5372,1.5242,6.26,47.08,1661,0.5435,2.6759,8.08,1.44,99.0,19,14.35,2.83,-1.9
2020-06-23,11612.36,159.29,2.3207,1.3631,5.12,32.69,1661,-0.4367,2.6653,6.0,1.2556,100.0,19,14.75,2.72,-2.35
2020-06-24,11660.67,159.63,2.2145,1.2916,5.0,41.99,1660,-0.0662,2.8953,6.06,1.2257,99.0,20,15.25,3.42,-2.24
2020-06-29,11542.62,158.89,2.5902,1.7377,6.57,25.6,1660,-0.2233,3.3595,7.07,1.7159,99.0,22,16.57,3.71,-3.51
2020-06-30,11621.24,160.06,2.3036,1.4716,6.14,65.9,1660,0.9915,2.62,6.06,1.3791,99.0,20,15.57,2.18,-3.92
2020-07-01,11703.42,162.3,2.231,1.4094,5.36,61.63,1660,2.2311,2.8801,9.0,1.4387,100.0,21,15.78,2.93,-2.53
2020-07-02,11805.14,165.15,2.4472,1.5856,6.75,67.05,1660,2.4613,3.1489,13.0,1.553,100.0,22,16.41,3.5,-1.31
2020-07-03,11909.16,166.5,2.5756,1.5331,6.81,47.11,1660,1.2562,2.9594,12.0,1.4301,100.0,24,17.34,2.28,-1.64
2020-07-06,12116.7,170.68,2.8346,2.1205,10.54,75.02,1661,3.662,4.196,18.81,2.0819,101.0,29,19.28,3.95,-0.62
2020-07-07,12092.97,170.29,2.9792,1.9054,8.73,31.49,1661,-0.4022,3.8149,15.84,1.8242,101.0,32,21.32,2.9,-2.92
2020-07-08,12170.19,173.95,3.0586,2.0506,12.45,63.72,1662,3.4548,4.4108,20.79,1.8137,101.0,31,20.35,3.25,-1.73
2020-07-09,12192.69,175.94,3.3145,2.0773,11.61,45.61,1662,0.8619,3.6611,14.71,1.7893,102.0,28,19.71,2.83,-1.89
2020-07-10,12073.68,171.9,3.1883,2.5126,12.76,19.13,1662,-2.4251,4.0304,9.8,2.3848,102.0,28,20.09,4.37,-5.26
2020-07-13,12211.56,172.84,3.0931,2.0549,11.25,63.84,1662,0.5272,3.4134,14.85,1.8466,101.0,26,19.56,3.06,-4.21
2020-07-14,12209.01,170.04,2.5636,1.7987,6.62,22.74,1662,-2.5209,3.7421,10.78,1.5775,102.0,27,19.93,2.69,-6.09
2020-07-15,12202.85,167.86,2.5004,1.5578,5.96,38.33,1662,-2.4465,3.3962,5.94,1.5543,101.0,27,19.77,3.18,-8.4
2020-07-16,12157.74,166.8,2.4084,1.4231,5.66,52.53,1662,0.2319,2.7847,9.0,1.3601,100.0,29,21.14,2.01,-8.05
2020-07-17,12181.56,162.85,2.8029,2.1711,10.83,16.43,1662,-3.6407,4.0365,14.85,2.0032,101.0,31,21.83,3.6,-10.7
2020-07-20,12174.54,162.25,2.5132,1.5726,6.2,43.2,1662,-0.7182,3.0747,9.09,1.49,99.0,32,22.02,2.74,-10.51
2020-07-21,12397.55,163.7,2.3891,1.5678,6.74,64.26,1662,2.1569,3.0727,6.0,1.6715,100.0,28,20.18,4.46,-7.16
2020-07-22,12473.27,166.42,2.3989,1.4952,6.86,58.06,1662,1.81,2.7478,5.0,1.3702,100.0,32,28.65,2.83,-5.76
2020-07-23,12413.04,166.21,2.1687,1.3039,4.27,35.5,1662,0.6451,2.3727,3.96,1.2654,101.0,32,28.86,2.3,-5.67
2020-07-24,12304.04,162.36,2.2848,2.1281,6.86,11.43,1662,-2.1435,3.4732,3.96,2.2271,101.0,33,29.44,3.46,-8.31
2020-07-27,12588.3,160.64,2.8516,2.3723,10.89,15.7,1662,-0.6605,3.5791,10.0,2.2804,100.0,29,27.84,4.28,-7.68
2020-07-28,12586.73,157.77,2.6703,2.2588,10.17,17.39,1662,-3.0232,3.6419,9.18,2.1521,98.0,32,30.05,3.24,-9.44
2020-07-29,12540.97,159.61,2.4601,2.0042,8.78,77.38,1662,1.8233,2.7579,5.15,1.9491,97.0,34,31.96,2.28,-8.42
2020-07-30,12722.92,161.73,2.2244,1.611,5.72,69.49,1662,1.2621,2.0496,1.01,1.6289,99.0,33,32.64,2.57,-5.41
2020-07-31,12664.8,163.21,2.0365,1.2286,3.91,52.83,1662,0.822,1.8648,3.0,1.2664,100.0,31,30.79,2.18,-4.42
2020-08-03,12513.03,163.25,2.5148,1.5771,6.02,40.01,1662,0.1664,2.201,2.0,1.6914,100.0,31,31.17,2.96,-7.22
2020-08-04,12709.92,164.98,2.2099,1.3968,5.29,61.01,1662,1.6238,2.4739,7.92,1.4862,101.0,29,30.54,3.16,-5.59
2020-08-05,12802.3,166.98,2.2588,1.4713,5.48,61.37,1662,1.9252,2.3961,5.94,1.5571,101.0,31,31.85,2.11,-5.4
2020-08-06,12913.5,166.11,2.3136,1.4124,5.06,41.93,1660,0.5158,2.501,3.96,1.5141,101.0,31,30.17,2.22,-5.37
2020-08-07,12828.87,165.3,2.0694,1.303,3.73,37.83,1660,-0.159,2.1733,0.98,1.299,102.0,29,29.43,2.19,-4.8
2020-08-10,12894.0,164.24,2.7557,1.7816,7.11,48.49,1660,0.3058,3.0938,6.86,1.8462,102.0,30,29.02,2.29,-6.2
2020-08-11,12780.19,162.56,2.5017,1.748,7.05,29.88,1660,-1.2141,3.0137,6.86,1.7212,102.0,25,27.45,2.6,-7.96
2020-08-12,12670.35,162.91,2.3425,1.4535,5.06,37.89,1660,0.3989,2.7175,7.92,1.4628,101.0,25,26.07,3.76,-8.48
2020-08-13,12763.13,162.62,2.4587,1.4785,6.15,41.89,1659,0.1783,2.8906,9.9,1.493,101.0,27,28.02,3.23,-9.1
2020-08-14,12795.46,164.05,2.3401,1.5495,5.85,59.67,1659,1.941,2.7303,6.93,1.6213,101.0,24,26.29,2.25,-6.96
2020-08-17,12956.11,165.0,2.6425,1.7855,8.37,63.34,1661,2.29,3.2363,11.88,1.833,101.0,30,29.37,1.86,-7.15
2020-08-18,12872.14,164.54,2.5108,1.5301,6.02,40.88,1661,0.7744,2.3925,3.92,1.5895,102.0,25,26.97,3.19,-7.64
2020-08-19,12778.64,164.31,2.6223,1.7129,6.69,32.77,1660,-0.2027,2.9875,9.8,1.8315,102.0,22,23.0,2.92,-6.64
2020-08-20,12362.64,156.73,3.0405,3.9145,31.16,6.27,1659,-4.7317,5.2246,17.82,4.2197,101.0,22,22.53,6.34,-11.51
2020-08-21,12607.84,160.36,2.4719,2.3066,10.12,85.66,1660,2.6771,3.333,6.06,2.4263,99.0,19,20.6,3.24,-8.75
2020-08-24,12647.13,161.86,2.4426,1.5756,6.62,51.96,1661,0.6269,2.7228,4.95,1.5549,101.0,15,17.93,2.64,-7.78
2020-08-25,12758.25,163.57,2.2886,1.5091,5.78,64.6,1661,0.9446,2.8496,9.0,1.5531,100.0,20,21.29,2.36,-7.35
2020-08-26,12833.29,165.63,2.3346,1.4289,5.9,56.05,1661,0.9962,2.2988,4.0,1.3504,100.0,20,20.64,2.41,-6.07
2020-08-27,12797.31,165.81,2.1555,1.3003,3.85,35.1,1661,0.1458,2.2249,3.96,1.2815,101.0,19,20.1,1.43,-6.5
2020-08-28,12728.85,165.86,2.1635,1.2552,4.45,47.89,1662,1.024,2.3172,5.94,1.19,101.0,16,18.46,2.25,-7.22
2020-08-31,12591.45,166.03,2.6139,1.6285,7.22,48.68,1662,1.38,3.1931,6.86,1.6517,102.0,15,17.93,2.95,-8.16
2020-09-01,12703.28,166.35,2.3363,1.4348,5.53,43.36,1663,-0.1232,2.435,2.94,1.3795,102.0,14,17.84,3.46,-6.63
2020-09-02,12699.5,167.59,2.4607,1.5014,6.43,47.66,1664,1.3395,2.8341,9.71,1.4356,103.0,17,19.8,1.73,-5.65
2020-09-03,12757.97,167.33,2.4439,1.4632,5.83,48.29,1663,1.2147,2.5681,4.85,1.3337,103.0,17,19.82,2.37,-5.61
2020-09-04,12637.95,166.53,2.298,1.4288,4.75,30.91,1663,0.2807,1.989,3.88,1.3006,103.0,20,22.18,1.88,-4.95
2020-09-07,12601.4,164.17,3.0987,2.0129,9.98,43.42,1663,-0.6847,3.9399,12.5,2.0519,104.0,17,20.91,4.33,-7.06
2020-09-08,12663.56,165.51,2.5664,1.5257,7.34,44.16,1662,-0.4043,2.5035,3.88,1.3427,103.0,12,18.69,1.94,-7.05
2020-09-09,12608.58,165.5,2.1738,1.3433,4.21,44.16,1662,0.6507,2.4105,1.94,1.2565,103.0,12,18.44,2.06,-5.82
2020-09-10,12691.75,165.11,2.4388,1.4709,5.49,36.85,1658,-0.2817,2.623,9.71,1.2968,103.0,10,9.86,1.22,-6.94
2020-09-11,12675.95,164.17,2.5757,1.8557,7.6,21.59,1658,-2.9028,3.4582,4.85,1.6091,103.0,12,18.88,2.16,-7.9
2020-09-14,12787.82,165.75,2.4415,1.5953,6.63,62.75,1659,0.2595,2.3287,4.9,1.535,102.0,15,20.09,2.39,-6.4
2020-09-15,12845.65,166.65,2.0922,1.2235,4.04,50.6,1660,0.6496,2.0288,1.96,1.1248,102.0,14,19.84,2.09,-5.45
2020-09-16,12976.76,167.55,2.0917,1.202,4.28,43.55,1660,0.2021,2.0515,1.94,1.1123,103.0,12,10.31,2.64,-5.63
2020-09-17,12872.74,167.64,2.088,1.1952,4.22,50.63,1657,0.4741,1.5765,0.98,1.0561,102.0,13,19.07,1.49,-4.87
2020-09-18,12875.62,168.91,2.1686,1.2976,4.95,56.07,1657,1.0854,1.8513,3.88,1.1894,103.0,12,18.87,1.92,-4.88
2020-09-21,12795.12,167.36,2.4615,1.5148,5.6,33.17,1661,-0.5152,2.11,1.94,1.2979,103.0,13,11.05,1.76,-6.38
2020-09-22,12645.51,165.1,2.2709,1.7434,4.64,15.41,1661,-1.5546,2.4695,0.97,1.6212,103.0,11,9.12,2.07,-8.49
2020-09-23,12583.88,165.16,2.5172,1.5459,5.61,27.31,1659,-0.2801,2.59,4.85,1.4031,103.0,10,8.9,1.83,-7.85
2020-09-24,12264.38,161.81,2.5034,2.6921,10.86,8.62,1658,-2.7115,3.3497,1.94,2.7122,103.0,11,9.45,4.17,-10.47
2020-09-25,12232.91,158.6,2.6119,2.178,9.47,18.28,1658,-2.7783,3.2217,3.92,1.9913,102.0,9,9.18,3.21,-10.86
2020-09-28,12462.76,160.83,2.48,1.8562,7.53,76.16,1661,1.09,2.2114,3.0,1.9129,100.0,8,7.65,3.12,-9.76
2020-09-29,12467.73,160.52,2.0443,1.2108,3.43,42.65,1660,-0.4213,1.7443,0.99,1.141,101.0,9,9.52,1.93,-9.8
2020-09-30,12515.61,162.05,1.9174,1.2031,4.09,61.64,1663,0.9085,1.6549,2.97,1.034,101.0,6,3.9,1.93,-6.93
2020-10-05,12548.28,162.83,2.1152,1.389,4.5,60.3,1665,0.9017,1.7643,0.99,1.3889,101.0,6,5.5,1.47,-5.66
2020-10-06,12704.23,164.42,2.0299,1.415,4.2,70.63,1665,1.2444,2.1109,4.9,1.4247,102.0,6,4.15,2.07,-6.72
2020-10-07,12746.37,164.21,1.9137,1.115,3.43,47.29,1660,0.4653,1.6824,0.97,0.9547,103.0,9,6.12,0.89,-7.56
2020-10-08,12887.19,164.96,1.847,1.1122,2.53,41.62,1658,0.4469,1.9655,2.94,1.0049,102.0,9,7.28,2.22,-6.61
2020-10-12,12955.91,164.67,2.5318,1.6846,6.15,29.96,1659,0.6007,2.2225,6.86,1.4929,102.0,9,7.96,2.11,-5.76
2020-10-13,12947.13,165.29,2.1687,1.3236,4.04,36.05,1659,0.3202,2.2802,3.88,1.2708,103.0,9,7.96,1.54,-4.45
2020-10-14,12919.31,165.8,2.27,1.3698,5.79,58.05,1659,0.8029,2.2588,5.88,1.1523,102.0,10,8.51,2.79,-3.6
2020-10-15,12827.82,165.91,2.0999,1.2933,3.98,33.55,1657,-0.3828,2.2209,3.88,1.2295,103.0,9,8.21,3.1,-5.27
2020-10-16,12750.37,164.75,2.0924,1.3393,4.16,26.9,1658,-1.4057,2.441,1.96,1.3153,102.0,9,8.31,2.85,-7.45
2020-10-19,12908.34,165.23,2.1201,1.3575,4.2,63.24,1665,1.0499,1.9738,0.0,1.3782,102.0,12,9.28,2.22,-6.15
2020-10-20,12862.37,165.65,1.8665,1.0668,3.12,35.26,1665,0.5055,1.7576,2.94,1.05,102.0,12,11.97,1.06,-5.5
2020-10-21,12877.25,166.03,1.9283,1.098,3.66,47.45,1665,0.055,1.7468,0.98,0.9988,102.0,15,13.29,1.13,-4.97
2020-10-22,12917.03,165.57,2.0415,1.278,3.55,33.01,1663,-0.2358,1.9217,0.98,1.3497,102.0,12,9.88,1.55,-4.74
2020-10-23,12898.82,166.04,1.8857,1.1053,3.31,51.14,1662,0.7184,1.9342,2.91,1.099,103.0,12,12.05,2.42,-3.73
2020-10-26,12909.03,164.31,2.2438,1.3359,5.11,36.78,1664,0.3029,2.4707,4.85,1.3396,103.0,11,11.69,2.15,-3.33
2020-10-27,12875.01,164.98,1.8384,1.05,2.76,36.22,1665,0.2181,1.8049,0.97,0.9887,103.0,13,12.75,1.95,-3.61
2020-10-28,12793.75,163.79,1.7785,1.2271,2.46,22.88,1665,-0.9617,2.081,0.97,1.2764,103.0,10,10.44,3.23,-4.64
2020-10-29,12662.91,163.1,1.7222,1.1673,1.98,26.25,1665,0.1034,1.5503,0.0,1.1047,102.0,11,11.27,1.32,-5.12
